"STATISTIC Label","Year","Country","Sex","Origin or Destination","UNIT","VALUE"
"Estimated Migration (Persons in April)","2007","EU14 excl Irl (UK & Ireland)","Both sexes","Immigrants: All origins","Thousand","20.3"
"Estimated Migration (Persons in April)","2007","EU14 excl Irl (UK & Ireland)","Male","Net migration","Thousand","7.8"
"Estimated Migration (Persons in April)","2007","EU14 excl Irl (UK & Ireland)","Male","Emigrants: All destinations","Thousand","1.5"
"Estimated Migration (Persons in April)","2007","EU14 excl Irl (UK & Ireland)","Male","Immigrants: All origins","Thousand","9.3"
"Estimated Migration (Persons in April)","2007","EU14 excl Irl (UK & Ireland)","Female","Net migration","Thousand","8.9"
"Estimated Migration (Persons in April)","2007","EU14 excl Irl (UK & Ireland)","Female","Emigrants: All destinations","Thousand","2.1"
"Estimated Migration (Persons in April)","2007","EU14 excl Irl (UK & Ireland)","Female","Immigrants: All origins","Thousand","11"
"Estimated Migration (Persons in April)","2007","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Net migration","Thousand","64.9"
"Estimated Migration (Persons in April)","2007","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Emigrants: All destinations","Thousand","7.7"
"Estimated Migration (Persons in April)","2007","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Immigrants: All origins","Thousand","72.6"
"Estimated Migration (Persons in April)","2007","EU15 to EU27 (accession countries joined post 2004)","Male","Net migration","Thousand","35.6"
"Estimated Migration (Persons in April)","2007","EU15 to EU27 (accession countries joined post 2004)","Male","Emigrants: All destinations","Thousand","4.7"
"Estimated Migration (Persons in April)","2007","EU15 to EU27 (accession countries joined post 2004)","Male","Immigrants: All origins","Thousand","40.3"
"Estimated Migration (Persons in April)","2007","EU15 to EU27 (accession countries joined post 2004)","Female","Net migration","Thousand","29.3"
"Estimated Migration (Persons in April)","2007","EU15 to EU27 (accession countries joined post 2004)","Female","Emigrants: All destinations","Thousand","3"
"Estimated Migration (Persons in April)","2007","EU15 to EU27 (accession countries joined post 2004)","Female","Immigrants: All origins","Thousand","32.3"
"Estimated Migration (Persons in April)","2008","United Kingdom (1)","Both sexes","Net migration","Thousand","11.8"
"Estimated Migration (Persons in April)","2008","United Kingdom (1)","Both sexes","Emigrants: All destinations","Thousand","7.6"
"Estimated Migration (Persons in April)","2008","United Kingdom (1)","Both sexes","Immigrants: All origins","Thousand","19.4"
"Estimated Migration (Persons in April)","2008","United Kingdom (1)","Male","Net migration","Thousand","6.7"
"Estimated Migration (Persons in April)","2008","United Kingdom (1)","Male","Emigrants: All destinations","Thousand","3.9"
"Estimated Migration (Persons in April)","2008","United Kingdom (1)","Male","Immigrants: All origins","Thousand","10.6"
"Estimated Migration (Persons in April)","2008","United Kingdom (1)","Female","Net migration","Thousand","5.1"
"Estimated Migration (Persons in April)","2008","United Kingdom (1)","Female","Emigrants: All destinations","Thousand","3.7"
"Estimated Migration (Persons in April)","2008","United Kingdom (1)","Female","Immigrants: All origins","Thousand","8.8"
"Estimated Migration (Persons in April)","2008","United States","Both sexes","Net migration","Thousand","2.6"
"Estimated Migration (Persons in April)","2008","United States","Both sexes","Emigrants: All destinations","Thousand","2.4"
"Estimated Migration (Persons in April)","2008","United States","Both sexes","Immigrants: All origins","Thousand","5"
"Estimated Migration (Persons in April)","2008","United States","Male","Net migration","Thousand","0.6"
"Estimated Migration (Persons in April)","2008","United States","Male","Emigrants: All destinations","Thousand","1.8"
"Estimated Migration (Persons in April)","2008","United States","Male","Immigrants: All origins","Thousand","2.3"
"Estimated Migration (Persons in April)","2008","United States","Female","Net migration","Thousand","2.1"
"Estimated Migration (Persons in April)","2008","United States","Female","Emigrants: All destinations","Thousand","0.6"
"Estimated Migration (Persons in April)","2008","United States","Female","Immigrants: All origins","Thousand","2.7"
"Estimated Migration (Persons in April)","2008","Canada","Both sexes","Net migration","Thousand","0.9"
"Estimated Migration (Persons in April)","2008","Canada","Both sexes","Emigrants: All destinations","Thousand","1.1"
"Estimated Migration (Persons in April)","2008","Canada","Both sexes","Immigrants: All origins","Thousand","2"
"Estimated Migration (Persons in April)","2008","Canada","Male","Net migration","Thousand","0"
"Estimated Migration (Persons in April)","2008","Canada","Male","Emigrants: All destinations","Thousand","0.6"
"Estimated Migration (Persons in April)","2008","Canada","Male","Immigrants: All origins","Thousand","0.6"
"Estimated Migration (Persons in April)","2008","Canada","Female","Net migration","Thousand","0.9"
"Estimated Migration (Persons in April)","2008","Canada","Female","Emigrants: All destinations","Thousand","0.5"
"Estimated Migration (Persons in April)","2008","Canada","Female","Immigrants: All origins","Thousand","1.4"
"Estimated Migration (Persons in April)","2008","Australia","Both sexes","Net migration","Thousand","-3.2"
"Estimated Migration (Persons in April)","2008","Australia","Both sexes","Emigrants: All destinations","Thousand","10.4"
"Estimated Migration (Persons in April)","2008","Australia","Both sexes","Immigrants: All origins","Thousand","7.1"
"Estimated Migration (Persons in April)","2008","Australia","Male","Net migration","Thousand","-3.2"
"Estimated Migration (Persons in April)","2008","Australia","Male","Emigrants: All destinations","Thousand","6.5"
"Estimated Migration (Persons in April)","2008","Australia","Male","Immigrants: All origins","Thousand","3.3"
"Estimated Migration (Persons in April)","2008","Australia","Female","Net migration","Thousand","0"
"Estimated Migration (Persons in April)","2008","Australia","Female","Emigrants: All destinations","Thousand","3.9"
"Estimated Migration (Persons in April)","2008","Australia","Female","Immigrants: All origins","Thousand","3.9"
"Estimated Migration (Persons in April)","2008","Other countries (23)","Both sexes","Net migration","Thousand","10.2"
"Estimated Migration (Persons in April)","2008","Other countries (23)","Both sexes","Emigrants: All destinations","Thousand","9.8"
"Estimated Migration (Persons in April)","2008","Other countries (23)","Both sexes","Immigrants: All origins","Thousand","20"
"Estimated Migration (Persons in April)","2008","Other countries (23)","Male","Net migration","Thousand","3.2"
"Estimated Migration (Persons in April)","2008","Other countries (23)","Male","Emigrants: All destinations","Thousand","7.1"
"Estimated Migration (Persons in April)","2008","Other countries (23)","Male","Immigrants: All origins","Thousand","10.3"
"Estimated Migration (Persons in April)","2008","Other countries (23)","Female","Net migration","Thousand","7"
"Estimated Migration (Persons in April)","2008","Other countries (23)","Female","Emigrants: All destinations","Thousand","2.7"
"Estimated Migration (Persons in April)","2008","Other countries (23)","Female","Immigrants: All origins","Thousand","9.7"
"Estimated Migration (Persons in April)","2008","All countries","Both sexes","Net migration","Thousand","64.3"
"Estimated Migration (Persons in April)","2008","All countries","Both sexes","Emigrants: All destinations","Thousand","49.2"
"Estimated Migration (Persons in April)","2008","All countries","Both sexes","Immigrants: All origins","Thousand","113.5"
"Estimated Migration (Persons in April)","2008","All countries","Male","Net migration","Thousand","24.4"
"Estimated Migration (Persons in April)","2008","All countries","Male","Emigrants: All destinations","Thousand","29.6"
"Estimated Migration (Persons in April)","2008","All countries","Male","Immigrants: All origins","Thousand","53.9"
"Estimated Migration (Persons in April)","2008","All countries","Female","Net migration","Thousand","39.9"
"Estimated Migration (Persons in April)","2008","All countries","Female","Emigrants: All destinations","Thousand","19.6"
"Estimated Migration (Persons in April)","2008","All countries","Female","Immigrants: All origins","Thousand","59.5"
"Estimated Migration (Persons in April)","2008","EU14 excl Irl (UK & Ireland)","Both sexes","Net migration","Thousand","6.7"
"Estimated Migration (Persons in April)","2008","EU14 excl Irl (UK & Ireland)","Both sexes","Emigrants: All destinations","Thousand","7.8"
"Estimated Migration (Persons in April)","2008","EU14 excl Irl (UK & Ireland)","Both sexes","Immigrants: All origins","Thousand","14.5"
"Estimated Migration (Persons in April)","2008","EU14 excl Irl (UK & Ireland)","Male","Net migration","Thousand","2.9"
"Estimated Migration (Persons in April)","2008","EU14 excl Irl (UK & Ireland)","Male","Emigrants: All destinations","Thousand","3.2"
"Estimated Migration (Persons in April)","2008","EU14 excl Irl (UK & Ireland)","Male","Immigrants: All origins","Thousand","6.1"
"Estimated Migration (Persons in April)","2008","EU14 excl Irl (UK & Ireland)","Female","Net migration","Thousand","3.7"
"Estimated Migration (Persons in April)","2008","EU14 excl Irl (UK & Ireland)","Female","Emigrants: All destinations","Thousand","4.6"
"Estimated Migration (Persons in April)","2008","EU14 excl Irl (UK & Ireland)","Female","Immigrants: All origins","Thousand","8.4"
"Estimated Migration (Persons in April)","2008","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Net migration","Thousand","35.4"
"Estimated Migration (Persons in April)","2008","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Emigrants: All destinations","Thousand","10.1"
"Estimated Migration (Persons in April)","2008","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Immigrants: All origins","Thousand","45.5"
"Estimated Migration (Persons in April)","2008","EU15 to EU27 (accession countries joined post 2004)","Male","Net migration","Thousand","14.2"
"Estimated Migration (Persons in April)","2008","EU15 to EU27 (accession countries joined post 2004)","Male","Emigrants: All destinations","Thousand","6.5"
"Estimated Migration (Persons in April)","2008","EU15 to EU27 (accession countries joined post 2004)","Male","Immigrants: All origins","Thousand","20.8"
"Estimated Migration (Persons in April)","2008","EU15 to EU27 (accession countries joined post 2004)","Female","Net migration","Thousand","21.1"
"Estimated Migration (Persons in April)","2008","EU15 to EU27 (accession countries joined post 2004)","Female","Emigrants: All destinations","Thousand","3.6"
